centre_id,centre_name,latitude,longitude,collection_start,collection_end,service_time_minutes,date,litres_collected,active_farmers
VLC_11,Neelpur VLC,30.47,76.59,05:15,06:15,8,2026-09-12,379.0,67
VLC_11,Neelpur VLC,30.47,76.59,05:15,06:15,8,2026-09-13,372.0,67
VLC_11,Neelpur VLC,30.47,76.59,05:15,06:15,8,2026-09-14,380.0,67
VLC_11,Neelpur VLC,30.47,76.59,05:15,06:15,8,2026-09-15,373.0,67
VLC_11,Neelpur VLC,30.47,76.59,05:15,06:15,8,2026-09-16,381.0,67
VLC_11,Neelpur VLC,30.47,76.59,05:15,06:15,8,2026-09-17,374.0,67
VLC_11,Neelpur VLC,30.47,76.59,05:15,06:15,8,2026-09-18,382.0,67
VLC_11,Neelpur VLC,30.47,76.59,05:15,06:15,8,2026-09-19,375.0,67
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-06,377.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-07,370.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-08,378.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-09,371.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-10,379.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-11,372.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-12,380.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-13,373.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-14,381.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-15,374.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-16,382.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-17,375.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-18,383.0,70
VLC_12,Ugani VLC,30.51,76.68,05:30,06:30,8,2026-09-19,376.0,70
